,tweet,hate_speech,offensive_language,neither,class
296,"""<user>: <user> <user> yeah texans are so much better you fucking retard"" i see that you're mad about this.",0,1,0,1
297,"""<user>: nd wtf is up with dark bitches with blonde.. please have several seats hoe!"" ..looking like black&amp;milds out here",1,1,0,1
298,"""<user>: there's a lane some bitches need to stay in <sym> "" the left n get right the fuck outta our face <sym> <sym> <sym> ",0,1,0,1
299,"""<user>: i hate when boys deny that they have bitches <sym> <sym> "" smh",0,1,0,1
300,"""<user>: ya nigs out there still saying y'all don't eat butt?!"" with a straight face!",1,1,0,1
301,"""<user>: im a boss ass bitch"" ...that needs to sit in a corner",0,1,0,1
302,"""<user>: he's a hoe , i can't""",0,1,0,1
304,"""<user>: me and paul thinkin bout gettin rentals for da weekend <sym> <sym> <sym> ""oooh shit bitches betta stay out da streets",0,1,0,1
305,"""<user>: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. <sym> """,0,1,0,1
306,"""<user>: why do my friends hate me"" because you a ratchet hoe..",1,1,0,1
307,"""<user>: no love for these fuck niggas"" hoes*",1,1,0,1
308,"""<user>: hot meat <url>"" sexy as fuck scally lad. i would love to meet him and his trainers.",0,1,0,1
309,"""<user>: sniff <url>"" perved up scally lad. fuck yeah.",0,1,0,1
310,"""<user>: these bitches love sosa""",0,1,0,1
311,"""<user>: <sym> <user>: i legit watched it for about 30 or 40 seconds <sym> <sym> so did i wtf"" prob cause were retarded smh",0,1,1,1
312,"""<user>: what should i name my cat, ideas?"" mr pussy",0,1,0,1
313,"""<user>: <url>"" woof woof. sexy thug boy scally.",0,1,1,1
314,"""<user>: <user> u see the damn phone ringing? <sym> <sym> <sym> "" when you married bitches makes demands!!!! you haven't called me",0,1,0,1
315,"""<user>: tevin is my favorite sophomore i think he's so funny"" hes really not. lmaoo hes a little hoe",0,1,0,1
316,"""<user>: 10 sex positions <url> <url>""naw this what u call fucking the soul outta bitch <sym> ",0,1,0,1
317,"""<user>: <user> is bored supposed to be cute, you faggot?"" sometimes",1,1,0,0
318,"""<user>: one mans trash <sym>  is another mans treasure <sym> """,0,0,1,2
319,"""<user>: i don't got no type. bad bitches is the only thing i like"" *iongotnotype",0,1,0,1
320,"""<user>: <user> lassen cc , the coach wants me"" i feel it youll get more my nig no doubt",1,1,0,0
321,"""<user>: god teeth , gold chain
white bitches , cocaine""",0,1,0,1
322,"""<user>: its me hoe, its me hoe<sym> "" shhhhh",1,1,0,1
323,"""<user>: in d.c., we call them rollers, in chiraq we call them thots."" all across america they have been known as a hoe.",0,1,0,1
324,"""<user>: i'm gonna miss that bitch of a bus driver...""no you won't. don't lie",0,1,0,1
325,"""<user>: hate when bitches try and put you in the friendzone. bitch i'm tryin to score put me in the endzone <sym> <sym> <sym> "" on. my. soul!",0,1,0,1
326,"""<user>: ashley young has tried to deny that bird s*** landed in his mouth ---&gt; <url> https://t.co/avchfj7rem"" hahaha",0,1,1,2
327,"""<user>: <user> yall both gimped up??"" ain't tht a bitch huh lol",0,1,0,1
328,"""<user>: ""<user>: take me for a ride <sym> <sym>  <url>""#redneck"" woof woof",0,1,1,2
329,"""<user>: oh my god i love victoria mitchell"" all my bitches love me",1,1,0,1
330,"""<user>: that long distance shit wack i knew the bitch was cheating""- uh oh",0,1,0,1
331,"""<user>: he's doing it right <sym> <sym> <sym>  <url>"" no bitches smh",0,1,0,1
332,"""<user>: they ban dat pussy for life &amp; he gotta pay 2.5 millon dollar fine""",0,1,0,1
333,"""<user>: roses are red and violets are blue and niggers are black, you know that's true."" <user>",1,1,0,1
334,"""<user>: sitting on my window sill, window open, bird tries to fly in. smacked it. #protecttheanimals"" <user>",0,0,1,2
335,"""<user>: but a nigga gon be a nigga, be a nigga."" you sound fuckin retarded",0,1,0,1
336,"""<user>: a video an entire media will likely mock. <url>"" i am such a crybaby",0,0,1,2
337,"""<user>: <user> <user> i'm not even shy stfu"" kikis mom: hi angelique 
angelique: smiles *dips cracker in soup*",0,1,0,1
338,"""<user>: tim tebow got cut from every team he was on in the nfl and he already got more hoes than me in starkville. smh."" <sym> <sym> <sym> <sym> ",0,1,0,1
339,"""<user>: karma is a bitch #damn #godprotectshisangels <sym> ""

*sips tea*",0,1,0,1
340,"""<user>: fuckin hot gym pussy <url>"" fuck yeah",0,1,0,1
341,"""<user>: jihadi patron hajjaj al-ajmi is arrested at kuwait airport https://t.co/zmlokfwdql""",0,0,1,2
342,"""<user>: you can call me fireman cause i turn the hoes on.""",0,1,1,1
343,"""<user>: i could never have a bby by a lil dick thts y i got a abortion by the last bitch""- oh my god",0,1,0,1
344,"""<user>: watch women try to argue with me like they have a dick and actually fucked some pussy before"" i hate when bitches do that",0,1,0,1
345,"""<user>: and smoke weed in public, fuck cops man, do what you wanna do, they don't own you, run if they come"" are you retarded?",0,1,0,1
346,"""<user>: tweety bird tho <sym> <sym> <sym> <sym> https://t.co/jbnonm3n1p""",0,0,1,2
347,"""<user>: my pussy sweet like watermelon <url>""

thotermelon",0,1,0,1
348,"""<user>: when twitter rappers dm me their trash links <url>""",0,1,1,2
349,"""<user>: loud bitches annoy me""",0,1,0,1
350,"""<user>: eventually every bitch turns into that hoe."" # truuu",0,1,0,1
351,"""<user>: ""<user>: ""<user>: i swear if oomf try talking to me tomorrow.."" @"" <user>"" pussy",0,1,0,1
352,"""<user>: you bitches be pretending to be tf crazy.."" you ain't never lied...",0,1,0,1
353,"""<user>: <user> k bye hoe"" um bye ..",0,1,1,1
354,"""<user>: jackies a retard #blondeproblems"" at least i can make a grilled cheese!",1,1,0,0
355,"""<user>: ima keep on giving these pussy ass niggas ah reason to hate !""",1,1,0,1
356,"""<user>: photo: <url>"" he is in sole heaven",0,0,1,2
357,"""<user>: stacey dash won <sym>  <url>"" baddest bitch evaaaa",1,1,0,0
358,"""<user>: side bitch sunday <sym> <sym> <sym> "" <sym> <sym> <sym> ",0,1,0,1
359,"""<user>: facts what baldheaded bitch made this shit. <sym> <sym> <sym> <sym>  <url>""

lmao <sym> <sym> ",0,1,0,1
360,"""<user>: fuck wit us and then we tweakin hoe"" shmurda!",0,1,0,1
361,"""<user>: we actin like it's the 7th day <user> <url>""
<sym> spook",0,0,1,2
362,"""<user>: i'll break that lil bitch neck and won't even feel sorry about it"" savage",0,1,0,1
363,"""<user>: this is so fucking hot!! #scally #sneakersex #sockfetish #sniff #trainersex <url>"" love me some kinky scallies",0,1,0,1
364,"""<user>: y'all dumb ass niggas be so pressed to have hoes. y'all weak as fuck as fuck"" ...weed over hoes, oreos too.",1,1,0,1
365,"""<user>: i can turn yo bitch into a eaterrrrrrrrr""",0,1,0,1
366,"""<user>: i don't trust dese hoes nikki told 51st where i stay at all my fans screen shot asap"" we finna come to chiraq and shoot sumn",0,1,0,1
367,"""<user>: <sym> <user>: aye yall ima tryout for the bowling team frfr<sym>  tryouts passed tho"" no theres two more retard",0,1,0,1
368,"""<user>: now u got what u want bitch ! enjoy it <url>"" now this is a crazy party i would love to attend.",0,1,0,1
369,"""<user>: colored contacts in your eyes?
blinders on mine.
cause i can't see you at all."" lmao",0,0,1,2
370,"""<user>: facts ""<user>: only the dudes with hoes say they don't got hoes<sym> "" <user>",0,1,0,1
371,"""<user>: i'm rea start smacking bitches period !"" bluffin at its best",0,1,0,1
372,"""<user>: lifes a bitch, and then you die 
thats why we get high, cause you neva know when you're gonna go"" my sister is perfect (:",0,1,0,1
373,"""<user>: one of us is on drugs, and its me but you're still wrong <sym>  <user>"" hahahahahahah im a bitch sometimes (:",0,1,0,1
374,"""<user>: i'm feeling pretty fuckin ghetto"" smh",1,1,0,1
375,"""<user>: ""<user>: ""<user>: ""<user>: <user> swears i'm #1 man"" easily"" easily"" behind austin"" nip?",0,0,1,2
376,"""<user>: this is a true ride or die bitch <sym>  <url>"" what the fuck hahahahah",0,1,0,1
377,"""<user>: h.g.wells and charlie chaplin <url>"" #history #photography",0,0,1,2
378,"""<user>: all i see is bruno's bitch ass on my twitter now. wtf"" bruno's all that she sees (drake voice)",0,1,0,1
379,"""<user>: <user> i'm about to cool faggot chill"" tf is cool nigga",0,1,0,1
380,"""<user>: <user> i'm so sure bitch"" frfr tf",0,1,0,1
381,"""<user>: twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, fox, etc are all keeping quiet.",0,1,0,1
382,"""<user>: got a couple bitches saying they know me but i<sym> ma let the money talk for me <sym> <sym> "" and i'm like... #wwyd",0,1,0,1
383,"""<user>: grudges are for weirdos""and bitches",0,1,0,1
384,"""<user>: i told mariam to but cigarettes for her birthday""

you also called me trash rn",1,0,1,2
385,"""<user>: <user> brownies tonight"" what kind?!?!",0,0,1,2
386,"""<user>: no text back? i don't give a fuck, i'll text another bitch"" damn someone is hurt lol",0,1,0,1
387,"""<user>: ummmmmm okay <url>"" you got hoes from left to right <sym> <sym>  do yah thang!",1,1,0,1
388,"""<user>: using y=mx+b to find the slope of that ass""",0,1,0,1
389,"""<user>: fit lads! nice gear! <url>"" these scally lads n trainers would get it",0,0,1,2
390,"""<user>: hell yeah bro! <url>"" fuck yeah sexy scally lad in hot gear",0,1,0,1
391,"""<user>: helping out a mate!! <url>"" i love scally play. fuck yeah",0,1,0,1
392,"""<user>: lads being lads! <url>"" fuck yeah. i love scally lad action. hot trainers too.",0,1,1,1
393,"""<user>: next year bitches is gonna be like you gotta promise you won't expose me <sym> <sym> <sym> """,0,1,0,1
394,"""<user>: <sym> <user>: so hot!! lick it, bitch <url><sym> "" fuck yeah. eat that trainer u dirty fucker",0,1,0,1
395,"""<user>: <sym> <user>: y'all think celebrity pussy different from the locals? <sym> <sym>  yeah meghan goods is""",0,1,0,1
396,"""<user>: ""i saw an ajumma walk out in the beginning saying, 'wow, this is so trash that i can't even listen to it..'"" <sym> "" lmaoo",0,1,1,2
397,"""<user>: need these sox <url>"" fuck yeah. i love a kinky scally lad w/ rank sox and sneaks",0,1,0,1
398,"""<user>: i don't ever expose females like that.. that's childish.."" bitch nigga shiiii.....",1,1,0,1
399,"""<user>: ""<user>: <user> yasss""

*trys new things with bestfriend*""

*bitch who do you love*",0,1,0,1
400,"""<user>: dude remember this wop video? <user> <url>"" omg where did you find that",1,0,1,2
401,"""<user>: thick raw fuck <url>"" damn his man pussy is getting a workout.",0,1,1,1
402,"""<user>: rawr!! ""my"" sexy french scally. i love him! #frenchscally <url>"" sexy scally woof woof",0,0,1,2
403,"""<user>: nothin in life is free.. some of you bitches need to write that on ya panties""<sym> <sym> ",0,1,0,1
404,"""<user>: <user> if one of you bitches want some of my burrito u can catch me at potosino"" huh? haha",0,1,0,1
405,"""<user>: niggas whole hoes out here cuz"" couldn't had said it better..<sym> ",1,1,0,1
406,"""<user>: hardcore way to eat mac and cheese
1. boil water 
2. snort cheese powder
3. drink boiling water 
4. fuck bitches""",0,1,0,1
407,"""<user>: #yourenotmytype if my fade is perpetually fresher than yours."" that's a real ass bitch rite there",0,1,0,1
408,"""<user>: annoying bitch that i love <url>"" judyann's so pretty!!!!!",0,1,0,1
409,"""<user>: <url>""

lmao bitch got on some huggies",0,1,0,1
411,"""<user>: hi bitch 
no bitch
bye bitch"" <url>",0,1,0,1
412,"""<user>: does he look like a bitch?"" <user>",0,1,0,1
413,"""<user>: chase money <sym>  not <sym>  hoes <sym>  <sym> <sym> ""<sym> <sym> <sym> <sym> ",0,1,0,1
414,"""<user>: can't stand a ""i don't know what i want"" ass nigga <sym> "" bitch*",0,1,0,1
415,"""<user>: ""<user>: ""<user>: i'm on my way <url>"" love a #chav""hot"" sexy scally fucker.",0,1,0,1
416,"""<user>: these newly gay bitches don't kno how shit works""",1,1,0,1
417,"""<user>: when a bitch don't want a real job they just become strippers lol"" lol.",0,1,0,1
418,"""<user>: awww meat meat in his feelins""i ainn n my feelings bitch",0,1,0,1
419,"""<user>: i want snake bites , my industrial piercin &amp; a tattoo""dem hoe accessories dea <sym> <sym> <sym> <sym> ",0,1,1,1
420,"""<user>: baby albino <sym>  <url>"" <user>",0,0,1,2
421,"""<user>: these hoes ain't loyal.""",0,1,0,1
422,"""<user>: yassssss, ordered chinese <sym> "" bitch you just ate tacos you fat fuck",1,1,0,1
423,"""<user>: i made that bitch lunch. <user>"" bitches love lunch.",0,1,0,1
424,"""a no brainer""
but as soon as this bitch gets rich in political power, her views will change!
political whores! <url><sym> ",1,1,0,1
425,"""a pussy a day keeps the devil away"" -@doperthanyola",0,1,0,1
426,"""ain't that about a bitch""... what does that mean?",0,1,0,1
427,"""all these bitches want a baby, i don't want no children.""",0,1,0,1
428,"""and bitch you must be lost"" <sym> <sym> ",0,1,1,1
429,"""baby i like being on your left side"" no bitch you can't be there cuz the street on that side and twitter said i ain't real if you do",0,1,0,1
430,"""bae"" sounds like such a ghetto word. use something else",0,1,1,2
431,"""batter the wee cunt jewis"" y cos he fucked my ex? emma isnt battering the girls i've nailed?ive moved on,stop being a pussy n do it urself.",1,1,0,1
432,"""bleed out hoe!!!"" -alexa",0,1,0,1
433,"""boolin' in the bando wit a few bitches""",0,1,0,1
434,"""brownies for my brownie"" i love this movie. <sym> ",0,0,1,2
435,"""but i need a bad bitch that's hotter than me"" might be the realist shit partynextdoor ever said. that's how i be feelin everyday",0,1,0,1
436,"""by the way we do punch bitches.""",1,1,0,1
437,"""caesar is home"" <sym> <user>: https://t.co/mw5kaojkxb""theres so much this bitch looks like. lets start with ape shit<sym> <sym> <sym> """,0,1,0,1
438,"""chinese maverick: we were communicating comrade , u know giving the imperialist yanks the birdie"" https://t.co/38gz1jerps",0,1,1,2
439,"""dad say hi to my snapchat"" 
dad ""<sym> <sym> <sym> <sym>  duces bitch"" <sym> <sym> <sym> <sym> ",0,1,0,1
440,"""do you believe these hoes are not in fact loyal?"" ""i disagree with that, i do believe they are in fact the loyalest bunch,these hoes""",0,1,1,1
441,"""don't know no ugly bitches! don't know no broke niggas!""--@kevin_gates",0,1,0,1
442,"""don't make me make you fall in live with a nigga like meee..."" the birds 1&amp;2 are my favorite songs by weeknd",0,1,0,1
443,"""don't worry about the nigga you see, worry about the nigga you don't see... dat's da nigga fuckin yo bitch.""",1,1,0,0
444,"""don't you ever give my pussy away. you keep it tight, alright?""",0,1,0,1
445,"""dropped a stack cause bitch i'm on"".
-@1poloboy 
song called ""dope"".
download the mixtape here: <url>",0,1,0,1
446,"""dumb bitches do dumb things""",0,1,0,1
447,"""eat the pussy like a real nigga hungry""",1,1,0,1
448,"""eff it. let's go after the cripple."" <url>",1,1,0,1
449,"""everything look better with a bitch next to it""",0,1,1,1
450,"""facto <user>: who cares if you a hoe when your ass looks like this? <url>""",0,1,0,1
451,"""for every bad bitch there is a nigga tired of fucking her""",0,1,0,1
452,"""foreign chick, no lie.. man that bitch beautiful""",0,1,0,1
453,"""fresh nigga so you kno i need a clean bitch... who kno i'm working cuz i wanna see my team rich."" <url>",1,1,0,1
454,"""fuck 5/0 i make my own rules. suck my dragon balls bitch call me goku""",0,1,0,1
455,"""generate ascii boxes with nodejs"" all i see is the ability to bring flappy-bird in node via ascii tubes and bird ^_^ <url>",0,0,1,2
456,"""get me that shit bitch you is fine bear""",0,1,0,1
457,"""get your ass back to detroit ya fuckin' wigger!""",1,1,0,1
458,"""girls that i dated, its okay i ain't mad yo, unless you stabbed me in the heart, no love hoe""",0,1,0,1
460,"""how do you know my twitter password"" bitch please",0,1,0,1
461,"""have you seen my shows? have you seen my hoes? if i wasn't hot would they be so thick?""",0,1,0,1
462,"""he a bitch for hitting that hoe"" <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> <sym> ",0,1,0,1
463,"""he married to a white woman... lucky sum-bitch"" - uncle ruckus",1,1,0,1
464,"""he wanna be my nigga, but i'm just trinna be his savings account <sym> "" <sym> <sym> <sym> <sym>  omg imma funny ass bitch man, but that's real shit <sym> ",0,1,1,1
